URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
68,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,4,127,-0.938931291,0.04531304,14.90206186,0.898650986,6.320285137,14.90206186,3669,2891,3669,0,4.783120028
69,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,8,32,-0.599999985,0.035429584,13.76829268,0.900797166,5.867635939,13.76829268,1785,1129,1785,9,5.625332152
70,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,15,36,-0.411764698,0.045698925,18.91525424,0.883512545,7.919506713,18.91525424,1514,1116,1514,0,5.903225806
71,https://insights.blackcoffer.com/human-rights-outlook/,0,0,0,0,12.85714286,0.922222222,5.511746032,12.85714286,152,90,152,2,4.966666667
72,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,15,2,0.764705837,0.02681388,16.68421053,0.947949527,7.052864021,16.68421053,954,634,954,1,4.917981073
73,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,22,30,-0.153846151,0.0456942,9.56302521,0.890158172,4.181273353,9.56302521,1883,1138,1883,5,5.550087873
74,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,14,15,-0.034482757,0.024369748,13.22222222,0.940336134,5.665023343,13.22222222,1831,1190,1831,4,5.279831933
75,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,4,18,-0.636363607,0.030095759,15.89130435,0.887824897,6.711651698,15.89130435,1088,731,1088,3,5.413132695
76,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,3,47,-0.879999982,0.041186161,20.23333333,0.909390445,8.457089511,20.23333333,1780,1214,1780,1,5.850906096
77,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,4,24,-0.714285689,0.042553191,13.70833333,0.90881459,5.846859169,13.70833333,1008,658,1008,5,5.534954407
78,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,12,38,-0.51999999,0.06281407,10.90410959,0.909547739,4.725462931,10.90410959,1260,796,1260,26,5.316582915
79,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,17,24,-0.170731703,0.06083086,18.21621622,0.921364985,7.655032481,18.21621622,1106,674,1106,12,5.854599407
80,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,5,26,-0.677419333,0.031536114,17.55357143,0.917599186,7.388468246,17.55357143,1268,983,1268,2,5.330620549
81,https://insights.blackcoffer.com/travel-and-tourism-outlook/,0,1,-0.999999,0.008403361,11.9,0.932773109,5.133109244,11.9,197,119,197,2,4.865546218
82,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,15,25,-0.249999994,0.053262317,12.72881356,0.876165113,5.441991469,12.72881356,1127,751,1127,11,5.2436751
83,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,3,20,-0.739130403,0.047131147,14.35294118,0.887295082,6.096094503,14.35294118,658,488,658,4,5.131147541
84,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,8,43,-0.686274496,0.067282322,15.16,0.897097625,6.42283905,15.16,1127,758,1127,4,6.102902375
85,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,10,26,-0.444444432,0.054878049,17.72972973,0.888719512,7.447379697,17.72972973,1121,656,1121,6,5.201219512
86,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,0,0,0,0,22,0,8.8,22,0,110,0,0,5.490909091
87,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,7,3,0.39999996,0.026525199,13.96296296,0.944297082,5.962904018,13.96296296,578,377,578,1,5.015915119
88,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,4,38,-0.80952379,0.066772655,20.96666667,0.885532591,8.740879703,20.96666667,957,629,957,3,5.79809221
89,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,7,9,-0.124999992,0.038186157,13.96666667,0.914081146,5.952299125,13.96666667,752,419,752,32,4.599045346
90,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,3,40,-0.860465096,0.056953642,16.41304348,0.866225166,6.911707458,16.41304348,1065,755,1065,0,5.516556291
91,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,10,36,-0.565217379,0.067153285,13.17307692,0.877372263,5.620179674,13.17307692,1058,685,1058,0,5.890510949
92,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,11,26,-0.405405394,0.049399199,14.40384615,0.895861148,6.119882921,14.40384615,1069,749,1069,2,5.710280374
93,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,5,16,-0.523809499,0.038961039,15.85294118,0.922077922,6.710007639,15.85294118,838,539,838,5,5.60296846
94,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,22,50,-0.388888883,0.070175439,14.86956522,0.90545809,6.310009323,14.86956522,1614,1026,1614,3,5.456140351
95,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,12,40,-0.538461528,0.046973803,19.0862069,0.892502258,7.991483662,19.0862069,1534,1107,1534,1,5.495934959
96,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,5,22,-0.629629606,0.057446808,47,0.944680851,19.17787234,47,880,470,880,37,5.095744681
97,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,23,57,-0.424999995,0.064620355,18.75757576,0.87641357,7.853595731,18.75757576,1777,1238,1777,7,5.632471729
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,9,15,-0.24999999,0.02962963,10.51948052,0.960493827,4.591989739,10.51948052,1352,810,1352,6,4.859259259
99,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,4,14,-0.555555525,0.071146245,16.86666667,0.920948617,7.115046113,16.86666667,349,253,349,1,5.837944664
100,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,14,82,-0.708333326,0.061617458,17.90804598,0.878690629,7.514694642,17.90804598,2189,1558,2189,0,5.649550706
101,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,9,35,-0.590909077,0.049493813,14.11111111,0.922384702,6.013398325,14.11111111,1641,889,1641,18,5.13048369
102,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,15,57,-0.583333325,0.0576,14.70588235,0.9136,6.247792941,14.70588235,1831,1250,1831,7,5.2048
103,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,15,49,-0.531249992,0.051446945,16.58666667,0.922025723,7.003476956,16.58666667,1904,1244,1904,7,5.445337621
104,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,10,33,-0.534883708,0.059065934,14.85714286,0.93543956,6.317032967,14.85714286,1088,728,1088,8,5.199175824
105,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,24,24,0,0.038834951,19.61904762,0.894822006,8.20554785,19.61904762,1918,1236,1918,2,5.779935275
106,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,7,26,-0.575757558,0.057093426,18.0625,0.916955017,7.591782007,18.0625,894,578,894,2,5.498269896
107,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,3,66,-0.913043465,0.074113856,16.92727273,0.915145005,7.136967093,16.92727273,1402,931,1402,6,5.638023631
108,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,2,13,-0.733333284,0.070754717,14.13333333,0.896226415,6.011823899,14.13333333,309,212,309,2,5.141509434
109,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,0,8,-0.999999875,0.022922636,16.61904762,0.893982808,7.005212171,16.61904762,490,349,490,0,5.547277937
110,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,5,31,-0.722222202,0.029508197,24.89795918,0.913114754,10.32442958,24.89795918,1765,1220,1765,3,5.609836066
111,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,29,28,0.017543859,0.045967742,17.71428571,0.924193548,7.455391705,17.71428571,1789,1240,1789,0,5.671774194
112,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,8,21,-0.448275847,0.028855721,17.03389831,0.930348259,7.185698626,17.03389831,1500,1005,1500,7,5.501492537
113,https://insights.blackcoffer.com/continued-demand-for-sustainability/,11,15,-0.153846148,0.052208835,18.44444444,0.863453815,7.723159304,18.44444444,678,498,678,0,6.214859438
114,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,3,8,-0.454545413,0.045833333,18.46153846,0.920833333,7.752948718,18.46153846,342,240,342,4,5.65
115,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,3,0,0.999999667,0.014018692,15.28571429,0.920560748,6.482510013,15.28571429,344,214,344,2,4.668224299
116,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,11,-0.999999909,0.046610169,11.8,0.894067797,5.077627119,11.8,413,236,413,2,5.487288136
117,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,0,5,-0.9999998,0.029411765,24.28571429,0.947058824,10.09310924,24.28571429,253,170,253,3,4.929411765
118,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,3,10,-0.538461497,0.077380952,12,0.851190476,5.14047619,12,259,168,259,6,5.458333333
119,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,0,0,0,0,19.71428571,0,7.885714286,19.71428571,0,138,0,0,5.086956522
120,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,4,50,-0.851851836,0.083981337,16.92105263,0.902021773,7.129229762,16.92105263,959,643,959,0,5.493001555
121,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,1,15,-0.874999945,0.051118211,20.86666667,0.916932907,8.71343983,20.86666667,491,313,491,3,5.14057508
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,12,50,-0.612903216,0.049759229,16.83783784,0.910914928,7.099501106,16.83783784,1886,1246,1886,1,5.738362761
123,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,3,7,-0.39999996,0.025316456,11.61764706,0.855696203,4.989337305,11.61764706,600,395,600,2,5.73164557
124,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,16,18,-0.058823528,0.042553191,21.59459459,0.916145181,9.00429591,21.59459459,1167,799,1167,2,5.584480601
125,https://insights.blackcoffer.com/blockchain-in-fintech/,4,9,-0.384615355,0.028634361,13.75757576,0.900881057,5.863382726,13.75757576,740,454,740,2,6.074889868
126,https://insights.blackcoffer.com/blockchain-for-payments/,8,17,-0.359999986,0.039308176,13.25,0.90408805,5.66163522,13.25,919,636,919,3,5.98427673
127,https://insights.blackcoffer.com/the-future-of-investing/,21,5,0.615384592,0.033635188,15.7755102,0.905562743,6.672429179,15.7755102,1148,773,1148,1,5.657179819
128,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,13,35,-0.458333324,0.057831325,12.76923077,0.93373494,5.481186284,12.76923077,1199,830,1199,2,5.526506024
129,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,14,4,0.555555525,0.046272493,15.56,0.889460154,6.579784062,15.56,573,389,573,0,6.398457584
130,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,13,41,-0.518518509,0.076271186,10.89230769,0.905367232,4.71906997,10.89230769,1062,708,1062,7,5.709039548
131,https://insights.blackcoffer.com/obstacles-to-data-driven-healthcare/,9,23,-0.437499986,0.046715328,19.57142857,0.890510949,8.184775808,19.57142857,1025,685,1025,3,5.670072993
132,https://insights.blackcoffer.com/monetization-of-data-innovate-to-harvest-the-full-value-of-data/,17,6,0.478260849,0.038983051,14.04761905,0.903389831,5.980403551,14.04761905,830,590,830,0,5.776271186
133,https://insights.blackcoffer.com/traceability-of-information-master-your-data-capital/,9,15,-0.24999999,0.035087719,15.90697674,0.919590643,6.730626955,15.90697674,956,684,956,11,6.263157895
134,https://insights.blackcoffer.com/bank-risk-management-india/,10,18,-0.285714276,0.048442906,12.84444444,0.92733564,5.508712034,12.84444444,886,578,886,0,5.088235294
135,https://insights.blackcoffer.com/advance-analytics-for-refocusing-profits/,34,22,0.21428571,0.061068702,12.91549296,0.919302072,5.533918012,12.91549296,1308,917,1308,0,6.130861505
136,https://insights.blackcoffer.com/role-of-big-data-analytics-banking-and-finance/,6,10,-0.249999984,0.028218695,13.5,0.924162257,5.769664903,13.5,817,567,817,0,5.552028219
137,https://insights.blackcoffer.com/mitigating-bank-risk-management/,5,6,-0.090909083,0.039568345,14.63157895,0.938848921,6.228171147,14.63157895,411,278,411,2,5.334532374
138,https://insights.blackcoffer.com/future-of-bank-risk-management/,8,23,-0.483870952,0.062880324,14.08571429,0.92494929,6.00426543,14.08571429,809,493,809,2,5.689655172
139,https://insights.blackcoffer.com/advanced-analytics-redefining-banking/,19,21,-0.049999999,0.038022814,17.24590164,0.913498099,7.263759895,17.24590164,1635,1052,1635,12,5.882129278
140,https://insights.blackcoffer.com/marketing-analytics-needs/,31,7,0.631578931,0.037962038,13.34666667,0.919080919,5.706299034,13.34666667,1512,1001,1512,6,5.916083916
141,https://insights.blackcoffer.com/big-data-analytics-to-bring-transparency-and-good-governance/,28,14,0.333333325,0.072916667,16.94117647,0.902777778,7.137581699,16.94117647,838,576,838,0,6.105902778
142,https://insights.blackcoffer.com/how-political-leaders-will-shape-tomorrow-using-big-data-analytics/,27,13,0.349999991,0.051813471,20.31578947,0.893782383,8.483828743,20.31578947,1222,772,1222,0,6.242227979
